#Compiled by SeeTweet 2.1.7b.
#Search performed at 2013-10-13 14:56
#Search location: U.S. 4-location coverage points (Texas, KC, SD, SF)
#Search term: y'all
source,city,state,lat,long,uid,tid,center,incl
ut,unk,unk,42.493094,-90.733577,54742644,389475116616126464,1,0
citystate,loveland,co,40.3977612,-105.0749801,393564680,389475114342817792,1,0
citystate,wichita,ks,37.6922361,-97.3375448,480063291,389475112472150016,1,0
citystate,wichita,ks,37.6922361,-97.3375448,193874114,389474936353325056,1,0
citystate,kansas city,mo,39.0997266,-94.5785667,435342735,389474856355385344,1,0
citystate,topeka,ks,39.0483336,-95.6780371,290300537,389474598774792192,1,0
knowncity,st louis mo,unk,38.63,-90.2,223717189,389474574284644352,1,0
knowncity,oklahoma city,unk,35.48,-97.54,72413957,389474439751946240,1,0
knowncity,la,unk,34.05,-118.25,332392706,389474403102494720,1,0
knowncity,saint louis,unk,38.63,-90.2,62526709,389474315235635200,1,0
citystate,iowa park,tx,33.9514847,-98.6686709,1622112864,389474280586883073,1,0
knowncity,oklahoma city,unk,35.48,-97.54,72413957,389474239855599616,1,0
knowncity,memphis,unk,35.11,-89.97,50809684,389474175024660480,1,0
citystate,little rock,ar,34.7464809,-92.2895948,62460434,389473995663241217,1,0
citystate,jewell,ia,42.3069254,-93.6402159,358203711,389473957570551808,1,0
citystate,denver,co,39.7391536,-104.9847034,28048490,389473746387361792,1,0
citystate,cuba,mo,38.0628225,-91.4034833,385171752,389473610160934912,1,0
citystate,memphis,tn,35.1495343,-90.0489801,248329328,389473551595892736,1,0
knowncity,kansas city,unk,39.1,-94.58,208353378,389473463557439488,1,0
citystate,lincoln,ne,40.8000011,-96.6669599,351768342,389473460508184576,1,0
citystate,salt lake city,ut,40.7607794,-111.8910474,343174683,389473316911603713,1,0
geo,unk,unk,36.05688819,-96.003685,35031210,389473263363293184,1,0
citystate,wichita,ks,37.6922361,-97.3375448,114614791,389473173193752576,1,0
citystate,canyon,tx,34.9803342,-101.9188024,38522817,389473167451779072,1,0
knowncity,oklahoma city,unk,35.48,-97.54,72413957,389473107297071104,1,0
citystate,little rock,ar,34.7464809,-92.2895948,351668860,389473078654140416,1,0
citystate,des moines,ia,41.6005448,-93.6091064,34013254,389473003622248449,1,0
geo,unk,unk,40.35068716,-94.88016472,1057191318,389472797807755264,1,0
citystate,whiteriver,az,33.8369944,-109.9642664,1870171080,389472780665618432,1,0
citystate,colorado springs,co,38.8338816,-104.8213634,208856602,389472447235248129,1,0
geo,unk,unk,38.08626951,-97.91745761,267573082,389472320542101504,1,0
knowncity,la,unk,34.05,-118.25,492631145,389472293178462208,1,0
citystate,lawton,ok,34.6086854,-98.3903305,729860736,389472056015724544,1,0
citystate,seattle,wa,47.6062095,-122.3320708,167210793,389509896229486592,2,1
citystate,fridley,mn,45.0860765,-93.2632821,63617892,389509762800304128,2,1
citystate,seattle,wa,47.6062095,-122.3320708,349425583,389509471505887233,2,1
citystate,seattle,wa,47.6062095,-122.3320708,49266149,389509118995619840,2,1
knowncity,san diego,unk,32.72,-117.17,158256059,389508931094986752,2,1
knowncity,san diego,unk,32.72,-117.17,415239970,389508857694654465,2,1
knowncity,seattle,unk,47.61,-122.33,397566269,389507502330482688,2,1
citystate,lacey,wa,47.0342629,-122.8231915,1343060629,389507420990353408,2,1
knowncity,twin cities mn,unk,44.95,-93.2,64815418,389507180476784640,2,1
citystate,lacey,wa,47.0342629,-122.8231915,1343060629,389507094790942720,2,1
geo,unk,unk,47.4149877,-122.17902574,445875839,389507050633310208,2,1
geo,unk,unk,33.637613,-117.749699,27042092,389506878868566016,2,1
knowncity,san diego,unk,32.72,-117.17,182096958,389506627599994881,2,1
citystate,san diego,ca,32.7153292,-117.1572551,34161892,389506485807751168,2,1
citystate,lacey,wa,47.0342629,-122.8231915,1343060629,389506389183176704,2,1
citystate,sumner,wa,47.2031566,-122.2403966,47770890,389505980557324288,2,1
knowncity,seattle,unk,47.61,-122.33,385824326,389505550469173248,2,1
citystate,portland,or,45.5234515,-122.6762071,30946195,389505247862743040,2,1
citystate,seattle,wa,47.6062095,-122.3320708,1863737628,389505220562006016,2,1
citystate,san diego,ca,32.7153292,-117.1572551,18663850,389505095626260480,2,1
citystate,renton,wa,47.4828776,-122.2170661,469189152,389504811059535872,2,1
citystate,san diego,ca,32.7153292,-117.1572551,147241139,389503618023313408,2,0
citystate,portland,or,45.5234515,-122.6762071,43358732,389503543209496576,2,0
citystate,seattle,wa,47.6062095,-122.3320708,1372835887,389503172995059713,2,0
geo,unk,unk,47.12476799,-122.58301863,624906773,389502629111275520,2,0
citystate,san pedro,ca,33.7358518,-118.2922934,34348522,389502122774900736,2,0
citystate,lake oswego,or,45.4206749,-122.6706498,214702991,389501447877836801,2,0
knowncity,san diego,unk,32.72,-117.17,53314514,389499884388093952,2,0
citystate,seattle,wa,47.6062095,-122.3320708,509113202,389498986065059841,2,0
citystate,lacey,wa,47.0342629,-122.8231915,1343060629,389498850383114240,2,0
citystate,great falls,mt,47.5002354,-111.3008083,606844564,389498678152413184,2,0
citystate,portland,or,45.5234515,-122.6762071,33913514,389498523449712640,2,0
citystate,seattle,wa,47.6062095,-122.3320708,167210793,389498180204630016,2,0
citystate,seattle,wa,47.6062095,-122.3320708,14862520,389498089045630976,2,0
geo,unk,unk,45.1749191,-93.0032159,1700358294,389497703647809536,2,0
citystate,seattle,wa,47.6062095,-122.3320708,135043319,389497676787507202,2,0
knowncity,san diego,unk,32.72,-117.17,224018560,389497008748105728,2,0
citystate,seattle,wa,47.6062095,-122.3320708,35128285,389496892540739585,2,0
citystate,tustin,ca,33.7458511,-117.826166,369260918,389496623031545856,2,0
citystate,cheney,wa,47.4873895,-117.5757622,557218834,389496580354482176,2,0
citystate,portland,or,45.5234515,-122.6762071,73195756,389496539736842240,2,0
citystate,seattle,wa,47.6062095,-122.3320708,15970670,389496332630519808,2,0
citystate,portland,or,45.5234515,-122.6762071,1327259262,389496057828102144,2,0
citystate,tustin,ca,33.7458511,-117.826166,369260918,389496023866814464,2,0
citystate,seattle,wa,47.6062095,-122.3320708,240568514,389495596660191232,2,0
citystate,tustin,ca,33.7458511,-117.826166,369260918,389495461150617602,2,0
citystate,seattle,wa,47.6062095,-122.3320708,451337710,389495356838252544,2,0
citystate,elk river,mn,45.3038538,-93.5671825,444833452,389495227561435136,2,0
geo,unk,unk,45.570817,-122.681827,1223160217,389495150583746560,2,0
citystate,san pedro,ca,33.7358518,-118.2922934,538582509,389495006689386497,2,0
geo,unk,unk,47.09578579,-122.33199093,811347492,389494595081342976,2,0
citystate,lacey,wa,47.0342629,-122.8231915,498572068,389494593164558336,2,0
citystate,portland,or,45.5234515,-122.6762071,407226178,389494120697573376,2,0
knowncity,twin cities mn usa,unk,44.95,-93.2,18345527,389494099457220608,2,0
geo,unk,unk,45.5071268,-122.6546051,10635802,389493826848428032,2,0
knowncity,san diego,unk,32.72,-117.17,297580422,389493530285977600,2,0
geo,unk,unk,47.46548321,-122.28194374,1140921097,389493126190342144,2,0
geo,unk,unk,48.73947446,-122.48329212,38623896,389493059282415616,2,0
geo,unk,unk,47.41538965,-122.17944859,445875839,389492356036038656,2,0
citystate,portland,or,45.5234515,-122.6762071,27952996,389491857446539264,2,0
citystate,portland,or,45.5234515,-122.6762071,257084571,389489668372176896,2,0
citystate,oceanside,ca,33.1958696,-117.3794834,145522540,389489546989039616,2,0
citystate,portland,or,45.5234515,-122.6762071,1013995616,389489163583496192,2,0
citystate,portland,or,45.5234515,-122.6762071,785489636,389489142356127744,2,0
citystate,brooklyn park,mn,45.0941315,-93.3563405,384590651,389489098005557248,2,0
geo,unk,unk,47.7445213,-116.80640442,629564712,389488124855717889,2,0
geo,unk,unk,45.6005538,-122.7395631,1478601158,389488033721905152,2,0
citystate,seattle,wa,47.6062095,-122.3320708,48235102,389488007138390017,2,0
knowncity,san diego,unk,32.72,-117.17,220616140,389487943347220480,2,0
citystate,san diego,ca,32.7153292,-117.1572551,374299465,389487563137769472,2,0
citystate,san diego,ca,32.7153292,-117.1572551,1050917702,389487417058549760,2,0
citystate,everett,wa,47.9789848,-122.2020794,1631992454,389487341695270913,2,0
knowncity,seattle,unk,47.61,-122.33,15588945,389487323370356737,2,0
citystate,portland,or,45.5234515,-122.6762071,96895552,389487187420397568,2,0
knowncity,seattle,unk,47.61,-122.33,123046039,389486737853927424,2,0
citystate,seattle,wa,47.6062095,-122.3320708,706333,389486118808199168,2,0
citystate,san diego,ca,32.7153292,-117.1572551,83666673,389486117155663872,2,0
citystate,vancouver,wa,45.6387281,-122.6614861,598628076,389485593862086656,2,0
knowncity,san diego,unk,32.72,-117.17,134688617,389485242852995072,2,0
citystate,seattle,wa,47.6062095,-122.3320708,28298689,389484449609416704,2,0
citystate,murrieta,ca,33.5539143,-117.2139232,40163066,389483828286201856,2,0
citystate,portland,or,45.5234515,-122.6762071,4209621,389483532461940736,2,0
geo,unk,unk,47.16499786,-122.29365899,166479967,389483020677165056,2,0
citystate,portland,or,45.5234515,-122.6762071,55465417,389482708885569536,2,0
knowncity,san diego,unk,32.72,-117.17,485377853,389482624915214337,2,0
knowncity,seattle,unk,47.61,-122.33,14623181,389482578987593728,2,0
citystate,yuma,az,32.7253249,-114.624397,416813489,389481851175198720,2,0
citystate,escondido,ca,33.1192068,-117.086421,265286860,389481785672728576,2,0
knowncity,san diego,unk,32.72,-117.17,150534325,389481303680114688,2,0
knowncity,seattle,unk,47.61,-122.33,36257329,389481139825422336,2,0
citystate,selah,wa,46.6540153,-120.5300666,1223501515,389480754016567296,2,0
geo,unk,unk,32.61062432,-117.01880265,930355880,389480433202634752,2,0
citystate,seattle,wa,47.6062095,-122.3320708,71066408,389480301207887872,2,0
geo,unk,unk,33.3937661,-117.5122527,17374113,389480257524609024,2,0
citystate,seattle,wa,47.6062095,-122.3320708,349425583,389480091320729600,2,0
geo,unk,unk,46.89099637,-98.70488317,592353577,389480021976678400,2,0
citystate,san diego,ca,32.7153292,-117.1572551,751961268,389480010395828225,2,0
geo,unk,unk,32.71619778,-117.14614376,50237942,389479739531878401,2,0
geo,unk,unk,33.30803163,-117.36582412,144972996,389479553703227393,2,0
knowncity,san diego,unk,32.72,-117.17,472131213,389479341697929216,2,0
citystate,portland,or,45.5234515,-122.6762071,996360348,389479263839064064,2,0
citystate,san diego,ca,32.7153292,-117.1572551,987324908,389478696047751168,2,0
citystate,woodburn,or,45.143731,-122.8553725,1414567688,389478695804469249,2,0
knowncity,san diego ,unk,32.72,-117.17,389726112,389478591685079040,2,0
citystate,lake forest,ca,39.1843513,-120.114636,409490737,389478283416326144,2,0
citystate,lacey,wa,47.0342629,-122.8231915,498572068,389478242249211904,2,0
citystate,tacoma,wa,47.2528769,-122.4442906,102254970,389477573924638720,2,0
geo,unk,unk,47.63206963,-122.65098176,521910106,389476691388547072,2,0
citystate,woodburn,or,45.143731,-122.8553725,1414567688,389476106266349568,2,0
geo,unk,unk,45.55446058,-122.84030392,267038586,389475659174535168,2,0
citystate,superior,wi,46.7207737,-92.1040796,35923374,389475374943711232,2,0
geo,unk,unk,32.69079482,-117.04612756,882999804,389475353678184448,2,0
citystate,woodburn,or,45.143731,-122.8553725,1414567688,389475277459320832,2,0
citystate,portland,or,45.5234515,-122.6762071,191669738,389475151873445888,2,0
citystate,olympia,wa,47.0378741,-122.9006951,578649356,389475067928653824,2,0
citystate,woodburn,or,45.143731,-122.8553725,1414567688,389475002283610112,2,0
geo,unk,unk,33.25360809,-117.29390739,343862852,389474836281430016,2,0
knowncity,san diego,unk,32.72,-117.17,184330172,389474617397891072,2,0
citystate,sherwood,or,45.3565074,-122.840098,1251032244,389474598879641600,2,0
citystate,kent,wa,47.3809335,-122.2348431,377174581,389474176039256064,2,0
citystate,seattle,wa,47.6062095,-122.3320708,794521435,389474158477705216,2,0
citystate,newport beach,ca,33.6189101,-117.9289469,480175426,389473780625469440,2,0
citystate,san diego,ca,32.7153292,-117.1572551,157819013,389473638178492416,2,0
citystate,portland,or,45.5234515,-122.6762071,37150906,389473446520180736,2,0
citystate,pilot rock,or,45.4831849,-118.8299848,1240418503,389473158933135360,2,0
knowncity,irvine,unk,33.68,-117.79,287583261,389472842133155840,2,0
citystate,white bear lake,mn,45.0846885,-93.0099398,375986138,389472457167364096,2,0
geo,unk,unk,48.22909364,-101.27107071,64828603,389471928479514626,2,0
geo,unk,unk,45.17898534,-93.38636768,610575712,389471515831316480,2,0
citystate,lacey,wa,47.0342629,-122.8231915,471672144,389471408595546112,2,0
geo,unk,unk,45.54383247,-122.86789755,161116857,389470548750651392,2,0
geo,unk,unk,45.61853616,-122.49798865,399790718,389470409042571264,2,0
knowncity,san diego,unk,32.72,-117.17,18911180,389469083873206272,2,0
citystate,vancouver,wa,45.6387281,-122.6614861,277215382,389468793484767232,2,0
citystate,portland,or,45.5234515,-122.6762071,637262008,389468668863590400,2,0
citystate,hillsboro,or,45.5228939,-122.989827,92459698,389468592091041793,2,0
knowncity,twin cities mn,unk,44.95,-93.2,199141011,389467931488178177,2,0
llprofile,unk,unk,32.70027,-117.095302,44322998,389467531104092160,2,0
citystate,spokane,wa,47.6587803,-117.4260466,188616230,389466898565316609,2,0
geo,unk,unk,45.05333282,-93.35899536,414496306,389466792176799744,2,0
geo,unk,unk,50.96666967,-114.06039352,30486863,389466544104685568,2,0
geo,unk,unk,33.46853112,-112.80747193,242560123,389465410724057088,2,0
knowncity,san diego,unk,32.72,-117.17,47469887,389465387894460416,2,0
citystate,palm desert,ca,33.7222445,-116.3744556,271160522,389464985119637504,2,0
citystate,san diego,ca,32.7153292,-117.1572551,1445088212,389464794421424128,2,0
citystate,seattle,wa,47.6062095,-122.3320708,173910602,389464622752751616,2,0
citystate,stillwater,mn,45.0563558,-92.8060408,69811961,389464574430162944,2,0
citystate,tacoma,wa,47.2528769,-122.4442906,167254697,389464388131753984,2,0
citystate,portland,or,45.5234515,-122.6762071,637262008,389464147538087936,2,0
citystate,seattle,wa,47.6062095,-122.3320708,1459176110,389464063517810689,2,0
citystate,tacoma,wa,47.2528769,-122.4442906,344539704,389463922102636544,2,0
citystate,portland,or,45.5234515,-122.6762071,637262008,389463899457605633,2,0
citystate,beaverton,or,45.487062,-122.8037102,41484443,389463885042163712,2,0
geo,unk,unk,47.50855516,-111.22725052,264487239,389463856839290880,2,0
knowncity,seattle,unk,47.61,-122.33,1332695203,389463256860856320,2,0
citystate,san diego,ca,32.7153292,-117.1572551,1945175504,389462942325809152,2,0
geo,unk,unk,45.54183761,-123.14919214,91269509,389462884679303169,2,0
citystate,san diego,ca,32.7153292,-117.1572551,148226042,389462861002469376,2,0
citystate,puyallup,wa,47.1853785,-122.2928974,1254910070,389462411742150657,2,0
citystate,san diego,ca,32.7153292,-117.1572551,1849606326,389462261611241472,2,0
citystate,kennewick,wa,46.2112458,-119.1372338,751690610,389461676237406208,2,0
citystate,seattle,wa,47.6062095,-122.3320708,98277277,389461583602409472,2,0
geo,unk,unk,49.82895803,-97.15121086,302710923,389460529049137152,2,0
citystate,vista,ca,33.2000368,-117.2425355,57267595,389460273695690753,2,0
citystate,san diego,ca,32.7153292,-117.1572551,1726833314,389460157312155648,2,0
citystate,spokane,wa,47.6587803,-117.4260466,321322854,389459651831427072,2,0
citystate,lynnwood,wa,47.8209301,-122.3151313,418068162,389459630310432768,2,0
geo,unk,unk,45.61844025,-122.498399,399790718,389459417822789632,2,0
geo,unk,unk,33.7222674,-118.00104214,154417103,389459067452006400,2,0
geo,unk,unk,46.71203178,-92.11749473,356003786,389458587200008192,2,0
citystate,missoula,mt,46.872146,-113.9939982,393185485,389457980162183168,2,0
citystate,stillwater,mn,45.0563558,-92.8060408,69811961,389457915297275905,2,0
citystate,san diego,ca,32.7153292,-117.1572551,166772708,389457598686040065,2,0
citystate,spanaway,wa,47.103988,-122.4345661,182483767,389457514384723968,2,0
knowncity,seattle,unk,47.61,-122.33,286967881,389457503978659840,2,0
geo,unk,unk,47.54503435,-122.29181238,184585162,389457345924722688,2,0
geo,unk,unk,45.55896205,-122.64668902,890346968,389456753026277376,2,0
citystate,seattle,wa,47.6062095,-122.3320708,349425583,389456622474383360,2,0
knowncity,seattle,unk,47.61,-122.33,428370552,389456454916128768,2,0
knowncity,san diego,unk,32.72,-117.17,340589017,389456172203261952,2,0
citystate,stillwater,mn,45.0563558,-92.8060408,69811961,389456156835328001,2,0
citystate,portland,or,45.5234515,-122.6762071,189599792,389455993534308352,2,0
geo,unk,unk,47.9785144,-122.19296726,846358753,389455711438000129,2,0
geo,unk,unk,46.99318964,-120.55787426,581544230,389455460966756354,2,0
citystate,temecula,ca,33.4936391,-117.1483648,724000904,389454786317123584,2,0
citystate,stillwater,mn,45.0563558,-92.8060408,69811961,389454341343424512,2,0
geo,unk,unk,48.95404067,-122.42963098,170219083,389454104822427648,2,0
citystate,san diego,ca,32.7153292,-117.1572551,20794344,389453751120977920,2,0
geo,unk,unk,46.99304769,-120.55792874,581544230,389453111586066432,2,0
geo,unk,unk,46.71456579,-122.96550699,21633470,389453054258323456,2,0
citystate,carlsbad,ca,33.1580933,-117.3505939,971355296,389452879074836480,2,0
citystate,portland,or,45.5234515,-122.6762071,348095943,389452598916300800,2,0
citystate,san diego,ca,32.7153292,-117.1572551,332915285,389452526686179329,2,0
citystate,walla walla,wa,46.0645809,-118.3430209,72310991,389452039342018560,2,0
citystate,stillwater,mn,45.0563558,-92.8060408,69811961,389451842641346560,2,0
knowncity,seattle,unk,47.61,-122.33,286967881,389451387920084992,2,0
geo,unk,unk,45.0335932,-93.03428667,90186932,389451184324362241,2,0
citystate,maple valley,wa,47.392716,-122.046409,27310632,389451121648881664,2,0
citystate,yuma,az,32.7253249,-114.624397,377690108,389451109179224064,2,0
citystate,lakewood,wa,47.5631545,-122.2717906,216834727,389450109723086848,2,0
geo,unk,unk,47.54502119,-122.29185697,184585162,389449341905018880,2,0
geo,unk,unk,32.92574665,-117.1597022,70572504,389449234069471233,2,0
citystate,tacoma,wa,47.2528769,-122.4442906,1413590214,389448969807343616,2,0
citystate,duvall,wa,47.7423218,-121.9856781,16851076,389447950302453760,2,0
geo,unk,unk,46.58388696,-112.01242395,598891031,389447879422529537,2,0
citystate,san diego,ca,32.7153292,-117.1572551,213120819,389447322658037760,2,0
citystate,bozeman,mt,45.6796526,-111.0385582,1470859105,389446993787244544,2,0
citystate,seattle,wa,47.6062095,-122.3320708,1412512297,389446622117376000,2,0
knowncity,seattle,unk,47.61,-122.33,339919528,389445641128001536,2,0
citystate,portland,or,45.5234515,-122.6762071,8332832,389445472571510784,2,0
knowncity,san diego,unk,32.72,-117.17,526650715,389445122657492992,2,0
knowncity,twin cities mn,unk,44.95,-93.2,199141011,389445065015185408,2,0
knowncity,twin cities mn,unk,44.95,-93.2,199141011,389444554853580800,2,0
citystate,issaquah,wa,47.5301011,-122.0326191,1428458472,389443663140380672,2,0
citystate,portland,or,45.5234515,-122.6762071,458845201,389442305352273921,2,0
citystate,escondido,ca,33.1192068,-117.086421,265286860,389442280228020224,2,0
geo,unk,unk,46.59451595,-120.55773465,1250381474,389441831877898240,2,0
geo,unk,unk,32.9103439,-117.1540437,553971586,389441366465339392,2,0
citystate,san diego,ca,32.7153292,-117.1572551,392866527,389440979154898944,2,0
citystate,san diego,ca,32.7153292,-117.1572551,1609692902,389440650719924224,2,0
geo,unk,unk,47.92221825,-97.04107225,14705203,389439046076084224,2,0
geo,unk,unk,47.13938293,-122.45134556,225876646,389438774540636160,2,0
citystate,edmonds,wa,47.8106521,-122.3773552,94256558,389438730945048576,2,0
citystate,tacoma,wa,47.2528769,-122.4442906,551567374,389438190441865216,2,0
citystate,blaine,mn,45.1607987,-93.2349489,859054814,389437879643951104,2,0
knowncity,seattle,unk,47.61,-122.33,61715890,389437862279520256,2,0
knowncity,seattle,unk,47.61,-122.33,492788819,389435161072254976,2,0
knowncity,san diego,unk,32.72,-117.17,289398307,389434811724484608,2,0
citystate,portland,or,45.5234515,-122.6762071,35635057,389433818832048128,2,0
knowncity,seattle,unk,47.61,-122.33,382385493,389433644919836672,2,0
geo,unk,unk,53.61198556,-114.09355585,1213802017,389433300676145152,2,0
geo,unk,unk,33.6189504,-114.590895,290801273,389432077357047808,2,0
citystate,san diego,ca,32.7153292,-117.1572551,1721063328,389431998218899456,2,0
citystate,seattle,wa,47.6062095,-122.3320708,89496773,389431699110494208,2,0
citystate,bellingham,wa,48.7595529,-122.4882249,410484639,389431439340871680,2,0
citystate,portland,or,45.5234515,-122.6762071,35635057,389430653344702464,2,0
geo,unk,unk,45.48636341,-98.4944806,744603746,389429999570141184,2,0
citystate,seattle,wa,47.6062095,-122.3320708,1388488490,389429576449159168,2,0
citystate,portland,or,45.5234515,-122.6762071,35635057,389429287104684032,2,0
knowncity,san diego,unk,32.72,-117.17,526650715,389429026978164736,2,0
geo,unk,unk,47.1288789,-122.45857583,1170416371,389428815014797312,2,0
knowncity,san diego,unk,32.72,-117.17,526650715,389428588870508544,2,0
knowncity,san diego,unk,32.72,-117.17,526650715,389428275111399424,2,0
citystate,portland,or,45.5234515,-122.6762071,331446585,389427601304854528,2,0
citystate,bellingham,wa,48.7595529,-122.4882249,41994442,389425568006938624,2,0
citystate,san diego,ca,32.7153292,-117.1572551,54256295,389425279040364545,2,0
knowncity,san diego,unk,32.72,-117.17,526650715,389424363952283648,2,0
citystate,bellingham,wa,48.7595529,-122.4882249,287895546,389423227212034049,2,0
knowncity,seattle,unk,47.61,-122.33,1375331310,389423191703040000,2,0
citystate,bellingham,wa,48.7595529,-122.4882249,287895546,389422890082246656,2,0
citystate,san diego,ca,32.7153292,-117.1572551,456769111,389422440490627072,2,0
knowncity,san diego,unk,32.72,-117.17,743168622,389422349050994688,2,0
citystate,west seattle,wa,47.5709315,-122.3865166,126553708,389421449875697666,2,0
citystate,kent,wa,47.3809335,-122.2348431,515217997,389421073378201600,2,0
citystate,pullman,wa,46.7312745,-117.1796158,469062460,389420842880614400,2,0
geo,unk,unk,32.7541087,-117.19502399,358462803,389420697472491521,2,0
citystate,san diego,ca,32.7153292,-117.1572551,35377771,389420296681177090,2,0
citystate,lacey,wa,47.0342629,-122.8231915,338962332,389420045605957634,2,0
citystate,san diego,ca,32.7153292,-117.1572551,1243020410,389419931281809408,2,0
geo,unk,unk,45.54390639,-122.86782109,161116857,389419696253988864,2,0
geo,unk,unk,49.23259188,-123.0522011,484244226,389419447254929408,2,0
knowncity,san diego,unk,32.72,-117.17,214743418,389418923772219392,2,0
geo,unk,unk,45.87593727,-123.9620018,48841212,389416984599076864,2,0
citystate,seattle,wa,47.6062095,-122.3320708,22230144,389416940805967872,2,0
citystate,flom,mn,47.1660723,-96.1308869,865031312,389416888305852416,2,0
citystate,san diego,ca,32.7153292,-117.1572551,35377771,389416876670844929,2,0
citystate,lacey,wa,47.0342629,-122.8231915,338962332,389416588832538624,2,0
knowncity,san diego,unk,32.72,-117.17,617657213,389416068487213056,2,0
citystate,seattle,wa,47.6062095,-122.3320708,62057347,389415780237848576,2,0
citystate,oceanside,ca,33.1958696,-117.3794834,398866837,389414740885127168,2,0
citystate,portland,or,45.5234515,-122.6762071,442320233,389414622458937344,2,0
knowncity,seattle,unk,47.61,-122.33,620503870,389414382909673472,2,0
citystate,portland,or,45.5234515,-122.6762071,43358732,389413015121956864,2,0
citystate,portland,or,45.5234515,-122.6762071,76253469,389411800921284608,2,0
citystate,portland,or,45.5234515,-122.6762071,72291491,389410532609908736,2,0
geo,unk,unk,47.14169549,-122.13084564,333895175,389409717954433024,2,0
citystate,missoula,mt,46.872146,-113.9939982,88796221,389408729675735040,2,0
citystate,seattle,wa,47.6062095,-122.3320708,466442413,389408499123253248,2,0
citystate,san diego,ca,32.7153292,-117.1572551,226341262,389407795898224641,2,0
citystate,san diego,ca,32.7153292,-117.1572551,124865181,389407215628455936,2,0
knowncity,seattle,unk,47.61,-122.33,1025282419,389407080370958336,2,0
knowncity,twin cities mn,unk,44.95,-93.2,126443956,389407061919813632,2,0
citystate,san diego,ca,32.7153292,-117.1572551,611305889,389406709401149440,2,0
geo,unk,unk,47.38427104,-122.25364462,235306013,389406404433281026,2,0
citystate,bismarck,nd,46.8083268,-100.7837392,122271596,389406374134030337,2,0
citystate,portland,or,45.5234515,-122.6762071,14819309,389406084131086337,2,0
geo,unk,unk,46.68915579,-95.9998346,273274947,389404808307679232,2,0
citystate,dana point,ca,33.4669721,-117.6981075,2554741,389403301441073152,2,0
geo,unk,unk,47.24113878,-122.34622447,92422725,389403202858131456,2,0
geo,unk,unk,45.37299431,-122.6404366,481516496,389402353620639744,2,0
citystate,seattle,wa,47.6062095,-122.3320708,514642886,389402092978585600,2,0
geo,unk,unk,45.0935542,-93.3483885,144366734,389401969560780800,2,0
geo,unk,unk,45.0935542,-93.3483885,144366734,389401700567482368,2,0
geo,unk,unk,48.87853382,-99.86373022,722588586,389400848238772224,2,0
knowncity,san diego,unk,32.72,-117.17,143116003,389399783892602881,2,0
knowncity,spokane,unk,47.66,-117.43,21015687,389399685732909057,2,0
citystate,missoula,mt,46.872146,-113.9939982,1518412920,389399561930027008,2,0
geo,unk,unk,50.80105593,-118.97592737,21492429,389398397196591105,2,0
citystate,seattle,wa,47.6062095,-122.3320708,59022998,389397445115125760,2,0
citystate,stanwood,wa,48.2412107,-122.3707103,144625007,389396837515280385,2,0
citystate,portland,or,45.5234515,-122.6762071,263970330,389395719947186176,2,0
geo,unk,unk,47.35165295,-122.14100702,1685689291,389391726172860417,2,0
citystate,portland,or,45.5234515,-122.6762071,805552250,389391332134760450,2,0
citystate,wenatchee,wa,47.4234599,-120.3103494,817731175,389387270127484929,2,0
knowncity,san diego,unk,32.72,-117.17,57206817,389386718199029760,2,0
citystate,seattle,wa,47.6062095,-122.3320708,1417535892,389374286839812098,2,0
citystate,san diego,ca,32.7153292,-117.1572551,278154101,389369184897236992,2,0
geo,unk,unk,45.46539975,-122.63968972,26163142,389368991908499456,2,0
geo,unk,unk,32.77571716,-117.07855229,347611133,389367210256265217,2,0
citystate,costa mesa,ca,33.6411316,-117.9186689,1624163473,389366424214335488,2,0
citystate,stillwater,mn,45.0563558,-92.8060408,69811961,389365763380764672,2,0
citystate,san diego,ca,32.7153292,-117.1572551,366431843,389358349780676608,2,0
knowncity,seattle,unk,47.61,-122.33,605408338,389354677973680128,2,0
citystate,milwaukie,or,45.4462305,-122.6392606,356411659,389354008508252160,2,0
citystate,saint cloud,mn,45.5607986,-94.1624895,341290338,389347006440697856,2,0
geo,unk,unk,32.78164483,-117.23458254,1734013603,389346164165709824,2,0
citystate,portland,or,45.5234515,-122.6762071,304483017,389339767541755904,2,0
citystate,san diego,ca,32.7153292,-117.1572551,212511391,389339335784267776,2,0
geo,unk,unk,46.2112188,-119.1958479,383596894,389338438425513984,2,0
knowncity,twin cities mn,unk,44.95,-93.2,199141011,389337747527176192,2,0
citystate,olympia,wa,47.0378741,-122.9006951,28648148,389334518064091136,2,0
geo,unk,unk,33.713696,-116.225906,349388803,389331828173070336,2,0
knowncity,seattle,unk,47.61,-122.33,36395512,389331473708240897,2,0
citystate,seattle,wa,47.6062095,-122.3320708,41471290,389330382518091776,2,0
geo,unk,unk,32.7057608,-117.1489395,372502277,389330129400258560,2,0
citystate,seattle,wa,47.6062095,-122.3320708,502557612,389329875682611200,2,0
citystate,seattle,wa,47.6062095,-122.3320708,36292474,389329563160821761,2,0
citystate,columbia heights,mn,45.0407987,-93.2630037,15424622,389328679337488384,2,0
knowncity,san diego,unk,32.72,-117.17,52233229,389327826035290112,2,0
knowncity,san diego,unk,32.72,-117.17,134688617,389325754904760320,2,0
knowncity,san diego,unk,32.72,-117.17,56658658,389325630048702464,2,0
