#Compiled by SeeTweet 2.1.7b.
#Search performed at 2013-10-14 15:28
#Search location: U.S. 4-location coverage points (Texas, KC, SD, SF)
#Search term: y'all
source,city,state,lat,long,uid,tid,center,incl
geo,unk,unk,32.83330532,-97.16420016,937873586,389876947003510784,0,1
knowncity,chicago,unk,41.88,-87.62,919389558,389876938346487809,0,1
geo,unk,unk,33.92872653,-84.68401562,558061840,389876928062455808,0,1
citystate,philadelphia,pa,39.952335,-75.163789,293678767,389876924862201856,0,1
geo,unk,unk,42.87525351,-78.87394504,262758332,389876912468008961,0,1
citystate,boston,ma,42.3584308,-71.0597732,273154119,389876906180366336,0,1
geo,unk,unk,33.9129658,-84.1898841,483601746,389876902368129024,0,1
citystate,houston,tx,29.7632836,-95.3632715,273175556,389876894218211328,0,1
knowncity,miami,unk,25.78,-80.22,153634950,389876886278766593,0,1
knowncity,atlanta,unk,33.75,-84.39,31255217,389876885309493249,0,1
citystate,conway,sc,33.8360035,-79.0478143,132278348,389876872734969856,0,1
geo,unk,unk,34.12713133,-83.61087335,1002523477,389876870424322048,0,1
citystate,san antonio,tx,29.4241219,-98.4936282,355226039,389876840778571776,0,1
citystate,detroit,mi,42.331427,-83.0457538,205870429,389876831627018240,0,1
citystate,boone,nc,36.216795,-81.6745517,369878785,389876830821294080,0,1
citystate,savannah,ga,32.0835407,-81.0998342,431987630,389876805316149248,0,1
knowncity,chicago,unk,41.88,-87.62,60936537,389876791768526848,0,1
citystate,austin,tx,30.267153,-97.7430608,67079534,389876737179267073,0,1
geo,unk,unk,37.09004073,-76.5378172,60792846,389876735078313986,0,1
citystate,fishers,in,39.9555928,-86.0138729,168744810,389876731638980608,0,1
knowncity,baltimore,unk,39.28,-76.62,77629001,389876729063669760,0,1
geo,unk,unk,43.58820579,-79.64170593,25169428,389876721463615488,0,1
citystate,raleigh,nc,35.772096,-78.6386145,51934868,389876717848133632,0,1
citystate,coppell,tx,32.9545687,-97.0150078,15095765,389876701523488768,0,1
citystate,tampa,fl,27.9475216,-82.4584279,39402801,389876673602396160,0,1
citystate,hattiesburg,ms,31.3271189,-89.2903392,249877335,389876663057534976,0,1
citystate,washington,dc,38.8951118,-77.0363658,27603,389876662135177216,0,1
citystate,kissimmee,fl,28.2919557,-81.407571,276354887,389876655805964288,0,1
citystate,atlanta,ga,33.7489954,-84.3879824,522821619,389876655684321280,0,1
citystate,chicago,il,41.850033,-87.6500523,340424463,389876649153396736,0,1
citystate,dallas,tx,32.7830556,-96.8066667,450794554,389876643545616384,0,1
knowncity,new orleans,unk,29.97,-90.05,225851913,389876642451292160,0,1
citystate,dallas,tx,32.7830556,-96.8066667,250719729,389876638277595136,0,1
citystate,phoenix,az,33.4483771,-112.0740373,580946876,389876635610017793,0,1
citystate,leesville,la,31.1435194,-93.260998,228604411,389876629604171777,0,1
geo,unk,unk,40.88861519,-74.08251094,711430884,389876627536379904,0,1
citystate,boiling springs,nc,35.2059173,-84.0096325,926639190,389876626781388800,0,1
citystate,wyoming,mi,47.4176892,-88.082606,36795180,389876614982819840,0,1
geo,unk,unk,39.9522392,-75.2390797,1161710773,389876607189782528,0,1
citystate,chattanooga,tn,35.0456297,-85.3096801,396894918,389876599627071488,0,1
citystate,jacksonville,fl,30.3321838,-81.655651,476842804,389876594841358336,0,1
geo,unk,unk,32.90652662,-97.03677552,512760009,389876590995206144,0,1
citystate,sahuarita,az,31.9575818,-110.955646,292771380,389876590663852033,0,1
geo,unk,unk,34.70832948,-77.04564015,423033872,389876582435016704,0,1
geo,unk,unk,29.56990968,-98.32722549,1551575922,389876573039362049,0,1
geo,unk,unk,32.89270748,-97.03889417,51346868,389876571835625472,0,1
knowncity,new orleans,unk,29.97,-90.05,445292122,389876566827626496,0,1
geo,unk,unk,36.38168969,-83.08071714,1051620846,389876562868592640,0,1
citystate,poquoson,va,37.1223664,-76.3457773,799341098,389876544438829056,0,1
citystate,kent,oh,41.1536674,-81.357886,382319215,389876517947572225,0,1
citystate,jackson,ms,32.2987573,-90.1848103,327164596,389876481922695168,0,1
geo,unk,unk,41.05414779,-73.96426144,453416094,389876472875589632,0,1
citystate,carmel,in,39.9783711,-86.1180435,436148906,389876465816203264,0,1
geo,unk,unk,31.5783732,-91.47740955,634291606,389876464193384449,0,1
geo,unk,unk,41.3279283,-77.7479733,415636101,389876451585298432,0,1
citystate,birmingham,al,33.5206608,-86.80249,1924178580,389876443766730753,0,1
knowncity,miami fl coconut grove,unk,25.78,-80.22,95325203,389876440927567873,0,1
citystate,tuscaloosa,al,33.2098407,-87.5691735,891141534,389876431553318912,0,1
ut,unk,unk,40.118732,-74.702245,26384656,389876427728113664,0,1
knowncity,dallas,unk,32.78,-96.8,68861832,389876418793844737,0,1
geo,unk,unk,32.5659727,-83.680934,476404729,389876412624424960,0,1
citystate,odessa,tx,31.8456816,-102.3676431,471675643,389876411386703872,0,1
geo,unk,unk,25.0198003,-77.39133547,246605139,389876402163834880,0,1
knowncity,virginia beach,unk,36.85,-75.98,30130460,389876372589805568,0,1
citystate,san antonio,tx,29.4241219,-98.4936282,373490500,389876372560019456,0,1
citystate,wyoming,mi,47.4176892,-88.082606,36795180,389876368441606145,0,1
geo,unk,unk,36.09130887,-80.22340148,128035237,389876368382902272,0,1
geo,unk,unk,41.06031802,-73.97298582,453416094,389876344416636929,0,1
knowncity,detroit,unk,42.33,-83.05,307107653,389876337378623488,0,1
geo,unk,unk,41.06100662,-73.97397908,453416094,389876333700194304,0,1
knowncity,chicago,unk,41.88,-87.62,719215207,389876326368178176,0,1
geo,unk,unk,28.13444617,-82.37116644,475309641,389876323516444673,0,1
citystate,atlanta,ga,33.7489954,-84.3879824,277495529,389876320668512256,0,1
knowncity,chicago,unk,41.88,-87.62,720388796,389876315739783168,0,1
citystate,salem,nc,36.379859,-79.6947539,100921990,389876300325715968,0,1
geo,unk,unk,40.72189692,-74.19113246,611290746,389876284677165056,0,1
citystate,louisville,ky,38.2542376,-85.759407,40323939,389876271045304320,0,1
citystate,atlanta,ga,33.7489954,-84.3879824,336271751,389876244193763328,0,1
citystate,knoxville,tn,35.9606384,-83.9207392,89077994,389876236627247104,0,1
citystate,bowman,ga,34.2048296,-83.0307002,164733762,389876230503534592,0,1
citystate,new orleans,la,29.9546482,-90.075072,142385481,389876222965993473,0,1
knowncity,tucson,unk,32.22,-110.93,340616816,389876208646635520,0,1
citystate,brooklyn,ny,40.6501038,-73.9495823,442653867,389876197074927616,0,1
citystate,harlem,ny,40.8078786,-73.9454154,116665459,389876191756578817,0,1
citystate,detroit,mi,42.331427,-83.0457538,286419646,389876187331584000,0,1
knowncity,tampa,unk,27.97,-82.46,292470843,389876181539237889,0,1
citystate,charlotte,nc,35.2270869,-80.8431268,414489398,389876170411741185,0,1
ut,unk,unk,35.772202,-78.617081,35542794,389876167441776640,0,1
citystate,orlando,fl,28.5383355,-81.3792365,1353195584,389876129617952768,0,1
citystate,brooklyn,ny,40.6501038,-73.9495823,283579406,389876097401499649,0,1
citystate,auburn,al,32.6098566,-85.4807825,1333079480,389876055378767872,0,1
citystate,mercedes,tx,26.1497977,-97.9136112,598886043,389876052081668096,0,1
knowncity,nyc,unk,40.72,-74,1255398612,389876047984226304,0,1
citystate,north augusta,sc,33.5018026,-81.9651153,596897283,389876043802112001,0,1
citystate,houston,tx,29.7632836,-95.3632715,17394739,389876033354088448,0,1
citystate,dallas,tx,32.7830556,-96.8066667,1532093556,389876019210891264,0,1
geo,unk,unk,30.16729288,-96.40966355,297421867,389876004597948417,0,1
citystate,garland,tx,32.912624,-96.6388833,1072756758,389876003121553408,0,1
citystate,paris,tx,33.6609389,-95.555513,965091896,389876002144665600,0,1
citystate,banquete,tx,27.8061352,-97.7961085,415058005,389875978056376321,0,1
citystate,charlotte,nc,35.2270869,-80.8431268,489573085,389875965142515712,0,1
geo,unk,unk,35.79395207,-78.58358352,113994353,389875957730799616,0,1
citystate,atlanta,ga,33.7489954,-84.3879824,284885196,389875926064201728,0,1
citystate,auburn,al,32.6098566,-85.4807825,345763087,389875911035981824,0,1
citystate,savannah,ga,32.0835407,-81.0998342,431987630,389875885660442624,0,1
geo,unk,unk,42.27723923,-83.74353905,194306356,389875885207478272,0,1
knowncity,miami,unk,25.78,-80.22,55113582,389875866899349504,0,1
citystate,lakeland,fl,28.0394654,-81.9498042,288046820,389875820312809472,0,1
citystate,miami,fl,25.7742658,-80.1936589,139477979,389875795415797760,0,1
citystate,lamesa,tx,32.7376001,-101.9509921,1140916494,389875793931018241,0,1
citystate,providence,ri,41.8239891,-71.4128343,92398762,389875770182893568,0,1
citystate,houston,tx,29.7632836,-95.3632715,603329280,389875759302451200,0,1
citystate,lakeland,fl,28.0394654,-81.9498042,1603603512,389875757927112704,0,1
knowncity,miami,unk,25.78,-80.22,36489080,389875742685011968,0,1
citystate,chicago,il,41.850033,-87.6500523,55156471,389875739463397376,0,1
citystate,duncanville,tx,32.6518004,-96.9083366,379182273,389875712926052353,0,1
knowncity,nashville,unk,36.17,-86.78,33036650,389875709688422401,0,1
geo,unk,unk,29.60697274,-95.21560513,721169354,389875685751140352,0,1
geo,unk,unk,33.42868165,-82.07787049,81238992,389875648980066304,0,1
geo,unk,unk,43.68312537,-79.42083925,81956407,389875646853574656,0,1
geo,unk,unk,27.9009063,-82.30612108,574244164,389875645863297024,0,1
geo,unk,unk,35.75801957,-78.57565505,113994353,389875639701880834,0,1
citystate,tampa,fl,27.9475216,-82.4584279,57976253,389875638162976768,0,1
citystate,york,pa,39.9625984,-76.727745,762831750,389875636510396416,0,1
knowncity,chicago,unk,41.88,-87.62,1932118032,389875632446111744,0,1
geo,unk,unk,30.44115642,-84.32158951,251633597,389875629765984256,0,1
citystate,austin,tx,30.267153,-97.7430608,936464000,389875587621212160,0,1
citystate,baltimore,md,39.2903848,-76.6121893,327010306,389875582722646016,0,1
geo,unk,unk,30.16699418,-96.40947066,297421867,389875564456071168,0,1
citystate,oak ridge,tx,31.57157,-94.5413186,375203256,389875537910325248,0,1
citystate,austin,tx,30.267153,-97.7430608,9769112,389875530025033728,0,1
geo,unk,unk,28.02706568,-82.4528903,249443861,389875512489033728,0,1
geo,unk,unk,31.96975936,-82.42710708,414269637,389875497003253760,0,1
citystate,columbia,sc,34.0007104,-81.0348144,700192526,389875490279813121,0,1
citystate,houston,tx,29.7632836,-95.3632715,484555460,389875477692686337,0,1
knowncity,austin,unk,30.25,-97.75,500947092,389875476207894528,0,1
knowncity,new orleans,unk,29.97,-90.05,225851913,389875471149977600,0,1
citystate,louisville,ky,38.2542376,-85.759407,605585084,389875464107745280,0,1
geo,unk,unk,33.8698364,-84.6813236,1483540286,389875461993807875,0,1
citystate,jacksonville,fl,30.3321838,-81.655651,170198929,389875459137101824,0,1
citystate,indianapolis,in,39.7683765,-86.1580423,421574059,389875456113008640,0,1
citystate,union,sc,34.7154123,-81.623711,392941924,389875444516134912,0,1
knowncity,indianapolis,unk,39.79,-86.14,177047246,389875425385922560,0,1
geo,unk,unk,40.7214907,-73.99988989,630589268,389875423691423744,0,1
citystate,austin,tx,30.267153,-97.7430608,324058932,389875409741168640,0,1
citystate,oxford,ms,31.267951,-90.8981584,236539256,389875407207800832,0,1
geo,unk,unk,30.80152478,-90.46184129,231543983,389875390358888448,0,1
citystate,elba,ny,43.0772818,-78.1869623,344095486,389875388546949120,0,1
geo,unk,unk,41.9807261,-87.8912032,124041181,389875382926598144,0,1
citystate,fort worth,tx,32.725409,-97.3208496,372454280,389875373690728449,0,1
geo,unk,unk,33.83189907,-84.27384292,355027081,389875371870797824,0,1
knowncity,philly,unk,39.95,-75.17,349637387,389875371543257088,0,1
knowncity,pittsburgh,unk,40.44,-80,212410018,389875371006787587,0,1
citystate,houma,la,29.5957696,-90.7195348,529481377,389875361334714368,0,1
knowncity,cincinnati,unk,39.13,-84.5,21309763,389875348424654849,0,1
knowncity,atlanta,unk,33.75,-84.39,32608555,389875344695504896,0,1
citystate,paducah,ky,37.0833893,-88.6000478,334146190,389875327792873473,0,1
geo,unk,unk,40.71637182,-74.22131477,289628622,389875319861436416,0,1
citystate,princeton,nj,40.3487181,-74.6590472,371625518,389875318959644672,0,1
knowncity,pittsburgh,unk,40.44,-80,60063049,389875308150546432,0,1
geo,unk,unk,36.10935621,-80.20463202,1483675464,389875307265536000,0,1
knowncity,indianapolis,unk,39.79,-86.14,177047246,389875283412533248,0,1
ut,unk,unk,32.648425,-96.912263,82495352,389875281038557186,0,1
geo,unk,unk,33.11572508,-94.9599451,114624626,389875275221049344,0,1
geo,unk,unk,26.65379051,-80.20734598,1395510672,389875263204761600,0,1
citystate,baltimore,md,39.2903848,-76.6121893,260365971,389875259455045632,0,1
knowncity,philadelphia,unk,39.95,-75.17,90034386,389875206749040640,0,1
knowncity,boston,unk,42.35,-71.06,1277681228,389875205235298304,0,1
geo,unk,unk,39.28858989,-84.50454733,325934949,389875177791561728,0,1
knowncity,dallas to la,unk,32.78,-96.8,40813903,389875174603898880,0,1
citystate,arlington,tx,32.735687,-97.1080656,464399271,389875170896134144,0,1
citystate,leesville,la,31.1435194,-93.260998,95540730,389875160737533952,0,1
geo,unk,unk,38.74386042,-76.99330339,47227293,389875153314009088,0,1
knowncity,atl,unk,33.75,-84.39,27254575,389875149132267520,0,1
knowncity,tampa,unk,27.97,-82.46,54026552,389875139762200576,0,1
geo,unk,unk,34.22879656,-82.09850301,496545656,389875125966749696,0,1
citystate,green bay,wi,44.519159,-88.019826,1917167994,389875123391832065,0,1
geo,unk,unk,31.26088,-89.80816,148029966,389875115086716928,0,1
geo,unk,unk,31.59814453,-84.10927582,129270445,389875084674220032,0,1
citystate,birmingham,al,33.5206608,-86.80249,500136207,389875076285603840,0,1
citystate,lake butler,fl,28.5016702,-81.5409064,364029766,389875071659302912,0,1
knowncity,cincinnati,unk,39.13,-84.5,467265126,389875071008772097,0,1
ut,unk,unk,40.816505,-73.946639,153316592,389875057222504448,0,1
citystate,miami,fl,25.7742658,-80.1936589,82772776,389875053082726401,0,1
citystate,denton,tx,32.2587418,-99.5395219,112644366,389875047768141824,0,1
knowncity,detroit,unk,42.33,-83.05,191330341,389875046589542401,0,1
citystate,dayton,oh,39.7589478,-84.1916069,28730175,389875046535004160,0,1
knowncity,atlanta,unk,33.75,-84.39,183020213,389875032480305153,0,1
citystate,kinston,nc,35.2626635,-77.5816353,50314001,389875002948210689,0,1
knowncity,atlanta,unk,33.75,-84.39,123415515,389875002725916672,0,1
geo,unk,unk,39.89513228,-79.72785735,429126805,389874987814768640,0,1
geo,unk,unk,29.460785,-98.6220175,386021995,389874959993958400,0,1
citystate,brooklyn,ny,40.6501038,-73.9495823,1481079457,389874956563398656,0,1
knowncity,charlotte,unk,35.23,-80.84,413457812,389874943745220608,0,1
knowncity,fort worth,unk,32.76,-97.33,1011277555,389874943040569344,0,1
citystate,towson,md,39.4014955,-76.6019125,167015669,389874939396124672,0,1
citystate,washington,dc,38.8951118,-77.0363658,119972954,389874928956502016,0,1
knowncity,nyc,unk,40.72,-74,19114804,389874923688034304,0,1
citystate,raleigh,nc,35.772096,-78.6386145,263440671,389874920119095296,0,1
citystate,tuscumbia,al,34.7312005,-87.70253,127106682,389874892213981184,0,1
citystate,virginia beach,va,36.8529263,-75.977985,402881826,389874888364003328,0,1
knowncity,miami,unk,25.78,-80.22,381184781,389874868143263744,0,1
knowncity,nyc,unk,40.72,-74,385503373,389874866838843392,0,1
citystate,oxford,ms,31.267951,-90.8981584,236539256,389874846748135426,0,1
knowncity,new orleans,unk,29.97,-90.05,239402591,389874843488772097,0,1
citystate,raleigh,nc,35.772096,-78.6386145,58534941,389874843380121600,0,1
citystate,houston,tx,29.7632836,-95.3632715,316406014,389874833720627200,0,1
geo,unk,unk,41.60010029,-87.53862999,216201012,389874833103663104,0,1
citystate,monroe,la,32.5093109,-92.1193012,1855151208,389874829483978752,0,1
geo,unk,unk,32.66229258,-97.18784709,47868542,389874823091867648,0,1
geo,unk,unk,39.89506243,-79.72772847,429126805,389874810139836417,0,1
citystate,houston,tx,29.7632836,-95.3632715,85250309,389874786194579456,0,1
citystate,houston,tx,29.7632836,-95.3632715,536897530,389874785578008577,0,1
geo,unk,unk,40.74971837,-73.98871426,221918303,389874783846170624,0,1
citystate,newnan,ga,33.3806716,-84.7996573,23319614,389874780414828544,0,1
citystate,atlanta,ga,33.7489954,-84.3879824,711734621,389874761683062784,0,1
citystate,valdosta,ga,30.8327022,-83.2784851,509634079,389874756247633920,0,1
geo,unk,unk,36.88712027,-76.38272146,538509879,389874751172538369,0,1
geo,unk,unk,33.72733643,-82.76035625,311611703,389874744738058240,0,1
citystate,baltimore,md,39.2903848,-76.6121893,274284142,389874703353257985,0,1
knowncity,atlanta,unk,33.75,-84.39,313016387,389874663868092416,0,1
citystate,dallas,tx,32.7830556,-96.8066667,344535701,389874657614000128,0,1
citystate,dallas,tx,32.7830556,-96.8066667,27761217,389874654862508032,0,1
citystate,macomb,mi,42.7008653,-82.9590938,273760304,389874647673868288,0,1
geo,unk,unk,30.11837172,-95.44313416,496405088,389874647438602241,0,1
citystate,wilmington,nc,34.2257256,-77.9447102,39560430,389874615688101888,0,1
geo,unk,unk,33.40662264,-82.08401585,715419865,389874599414214656,0,1
citystate,charlotte,nc,35.2270869,-80.8431268,228753161,389874581101875201,0,1
knowncity,baltimore,unk,39.28,-76.62,16606552,389874556745547776,0,1
citystate,san antonio,tx,29.4241219,-98.4936282,608987417,389874532766728192,0,1
geo,unk,unk,40.67450923,-73.40331171,276152582,389874528236863488,0,1
geo,unk,unk,28.3330457,-82.61883687,322176873,389874525770625024,0,1
citystate,hernando,ms,34.823987,-89.9937018,301243297,389874523107229696,0,1
citystate,buffalo,ny,42.8864468,-78.8783689,169842870,389874520867475456,0,1
knowncity,nashville,unk,36.17,-86.78,1357991689,389874516534386688,0,1
citystate,houston,tx,29.7632836,-95.3632715,1490650753,389874488881741824,0,1
citystate,laredo,tx,27.506407,-99.5075421,848451582,389874469205856256,0,1
citystate,johnson city,tn,36.3134397,-82.3534727,151586280,389874468446666752,0,1
geo,unk,unk,33.45466768,-82.10532365,237560902,389874464659623936,0,1
citystate,san antonio,tx,29.4241219,-98.4936282,709389132,389874443574444032,0,1
geo,unk,unk,33.67076901,-84.51553753,295393898,389874442496917504,0,1
geo,unk,unk,35.07644637,-79.01798061,73882360,389874433604980736,0,1
citystate,houston,tx,29.7632836,-95.3632715,36584551,389874411672588288,0,1
citystate,hitchcock,tx,29.3482905,-95.0160368,452618057,389874405100486656,0,1
citystate,cleveland,oh,41.4994954,-81.6954088,213465332,389874394929332224,0,1
citystate,new orleans,la,29.9546482,-90.075072,47831704,389874388583342080,0,1
knowncity,philly,unk,39.95,-75.17,301181474,389874385534087168,0,1
citystate,greenwood,sc,34.1954001,-82.1617883,401180023,389874382983938048,0,1
knowncity,garland,unk,32.9,-96.64,54076862,389874362339180545,0,1
citystate,dallas,tx,32.7830556,-96.8066667,250719729,389874361152192512,0,1
citystate,washington,dc,38.8951118,-77.0363658,15814095,389874356018741248,0,1
knowncity,dfw,unk,32.77,-97.07,23595651,389874353317609472,0,1
geo,unk,unk,32.4007319,-83.34901675,117502635,389874336435544064,0,1
knowncity,new orleans,unk,29.97,-90.05,155142950,389874328067514368,0,1
citystate,atlanta,ga,33.7489954,-84.3879824,34517166,389874323143802880,0,1
knowncity,philadelphia,unk,39.95,-75.17,1319506566,389874289056677888,0,1
knowncity,dallas,unk,32.78,-96.8,347022861,389874287521173506,0,1
citystate,floresville,tx,29.1335781,-98.1561192,1888494644,389874272748843009,0,1
knowncity,atl ga,unk,33.75,-84.39,32935580,389874259008684032,0,1
citystate,chicago,il,41.850033,-87.6500523,163627708,389874258794393600,0,1
knowncity,philadelphia,unk,39.95,-75.17,496710026,389874223633956864,0,1
citystate,florence,sc,34.1954331,-79.7625625,930589014,389874223185162241,0,1
citystate,myrtle beach,sc,33.6890603,-78.8866943,1516902168,389874215882874881,0,1
knowncity,atlanta,unk,33.75,-84.39,142568064,389874214238691328,0,1
geo,unk,unk,40.03166971,-75.15941703,65453558,389874203769733120,0,1
citystate,woodsboro,tx,28.2383414,-97.319993,117238467,389874200652963840,0,1
citystate,killeen,tx,31.1171194,-97.7277959,272655244,389874175059312640,0,1
citystate,buffalo,ny,42.8864468,-78.8783689,169842870,389874144265142272,0,1
citystate,elyria,oh,41.3683798,-82.1076486,314945160,389874144189644800,0,1
geo,unk,unk,30.22328883,-95.45741832,481289211,389874084885975040,0,1
citystate,raleigh,nc,35.772096,-78.6386145,58534941,389874077986738177,0,1
geo,unk,unk,39.9577909,-75.26869641,327563419,389874071301013504,0,1
knowncity,austin,unk,30.25,-97.75,121361002,389874069983604736,0,1
citystate,birmingham,al,33.5206608,-86.80249,236557665,389874069480275968,0,1
knowncity,chicago,unk,41.88,-87.62,325886524,389874057891430400,0,1
citystate,saint louis,mo,38.6272733,-90.1978889,1334268948,389880417194479616,1,1
citystate,jenks,ok,36.0228734,-95.9683278,389735454,389880386160840705,1,1
geo,unk,unk,36.68038329,-97.29798973,492760884,389880341688639488,1,1
knowncity,la,unk,34.05,-118.25,17563518,389880144451493888,1,1
knowncity,memphis,unk,35.11,-89.97,60825024,389880090672500736,1,1
geo,unk,unk,40.54471726,-111.98181123,382871536,389880034082557953,1,1
geo,unk,unk,35.20958179,-97.44361499,258498928,389880022091452416,1,1
geo,unk,unk,39.66212726,-105.10350144,1352242927,389879921348075520,1,1
citystate,minneapolis,mn,44.9799654,-93.2638361,421319628,389879909784375296,1,1
geo,unk,unk,41.27376512,-95.94258171,352229187,389879815211192320,1,1
citystate,kansas city,mo,39.0997266,-94.5785667,1958341338,389879416693608448,1,1
citystate,minneapolis,mn,44.9799654,-93.2638361,83463430,389879340990619648,1,1
geo,unk,unk,38.07232,-95.3769931,825805848,389879335881953280,1,1
geo,unk,unk,36.00803417,-95.80476316,83888712,389879154738335744,1,1
knowncity,st louis park mn,unk,38.63,-90.2,1196034788,389879131460349952,1,1
citystate,belle,mo,38.2858788,-91.720442,292091960,389879041123037184,1,1
citystate,clarksville,ar,35.4714724,-93.4665731,389258687,389878714571300864,1,1
knowncity,memphis,unk,35.11,-89.97,34435124,389878711350484992,1,1
geo,unk,unk,38.77672406,-90.75149889,253200857,389878699455041536,1,1
knowncity,memphis,unk,35.11,-89.97,50809684,389878653217406976,1,1
citystate,tulsa,ok,36.1539816,-95.992775,62719002,389878624490639360,1,1
citystate,memphis,tn,35.1495343,-90.0489801,531562984,389878579796135936,1,1
citystate,choctaw,ok,35.4975625,-97.2689212,558236715,389878568257216512,1,1
citystate,memphis,tn,35.1495343,-90.0489801,256064629,389878488481558528,1,1
geo,unk,unk,38.9379977,-95.2326603,891263192,389878468470534144,1,1
geo,unk,unk,38.6276273,-90.20846942,162872082,389878364292399104,1,1
knowncity,st louis mo,unk,38.63,-90.2,349415868,389878342419111936,1,1
citystate,olathe,ks,38.8813958,-94.8191285,164960704,389878217924165632,1,1
citystate,salt lake city,ut,40.7607794,-111.8910474,125857445,389877903225147392,1,1
citystate,topeka,ks,39.0483336,-95.6780371,282378615,389877736920997888,1,1
citystate,springtown,mo,37.9236606,-90.7606858,251875214,389877716473749504,1,1
citystate,oklahoma city,ok,35.4675602,-97.5164276,246389728,389877709557350400,1,1
citystate,tulsa,ok,36.1539816,-95.992775,1880039689,389877547732705282,1,1
citystate,eden prairie,mn,44.8546856,-93.470786,440552392,389877521686085633,1,1
knowncity,st louis park mn,unk,38.63,-90.2,1196034788,389877423988162560,1,1
citystate,omaha,ne,41.2586096,-95.937792,375397357,389877414358040576,1,1
citystate,norman,ok,35.2225668,-97.4394777,389222662,389877349262438400,1,1
knowncity,okc,unk,35.48,-97.54,19633048,389877318597873665,1,1
citystate,mayflower,ar,34.9570325,-92.4273785,469340108,389877305092608000,1,1
citystate,kansas city,ks,39.1141708,-94.627457,1322507797,389877223827595264,1,1
knowncity,kansas city,unk,39.1,-94.58,294649560,389877157045891072,1,1
citystate,webster groves,mo,38.5925525,-90.3573389,1323351067,389877107406692353,1,1
geo,unk,unk,35.33939281,-97.52300079,456369634,389877011985883138,1,1
citystate,lone grove,ok,34.1753716,-97.2627946,495434922,389876957870972928,1,1
citystate,denver,co,39.7391536,-104.9847034,380009731,389876957032116224,1,1
knowncity,memphis,unk,35.11,-89.97,368605237,389876815676067840,1,1
knowncity,memphis,unk,35.11,-89.97,60825024,389876588483211264,1,1
citystate,memphis,tn,35.1495343,-90.0489801,803158166,389876558631936000,1,1
citystate,tulsa,ok,36.1539816,-95.992775,173925201,389876361235423232,1,1
knowncity,omaha,unk,41.25,-96,177612539,389876112978759680,1,1
citystate,denver,co,39.7391536,-104.9847034,63355154,389875744114884608,1,1
geo,unk,unk,38.58905797,-90.05684704,1021270668,389875578133704704,1,1
citystate,kansas city,mo,39.0997266,-94.5785667,1642970137,389875564112515072,1,1
geo,unk,unk,36.31090291,-94.17994734,1245462229,389875554259705857,1,1
geo,unk,unk,40.54447767,-111.98159985,382871536,389875545170665472,1,1
citystate,springtown,mo,37.9236606,-90.7606858,251875214,389875424094060544,1,1
citystate,little rock,ar,34.7464809,-92.2895948,362920685,389875386924154880,1,1
geo,unk,unk,38.6486216,-90.3294209,297662236,389875279625072640,1,1
citystate,stillwater,ok,36.1156071,-97.0583681,275630935,389875266811465729,1,1
citystate,memphis,tn,35.1495343,-90.0489801,1905810726,389875196326211584,1,1
citystate,senath,mo,36.1342336,-90.1598183,220473167,389875160460701697,1,1
citystate,omaha,ne,41.2586096,-95.937792,575883133,389875132748935168,1,1
geo,unk,unk,41.63399671,-93.56367627,544776461,389874854716928001,1,1
citystate,kansas city,mo,39.0997266,-94.5785667,127922309,389874758411497472,1,1
knowncity,la,unk,34.05,-118.25,904657639,389874574604517376,1,1
citystate,taylorsville,ut,40.6677248,-111.9388258,1402808094,389874478668206080,1,1
knowncity,la,unk,34.05,-118.25,100703759,389874301098156032,1,1
knowncity,la,unk,34.05,-118.25,579307672,389874173910056960,1,1
knowncity,memphis,unk,35.11,-89.97,60825024,389874129480208384,1,1
geo,unk,unk,41.91986357,-91.65625744,1624507722,389874101684150273,1,1
citystate,lone grove,ok,34.1753716,-97.2627946,495434922,389874053223182336,1,0
knowncity,la,unk,34.05,-118.25,381787174,389874046705618944,1,0
knowncity,la,unk,34.05,-118.25,262477486,389873916434317312,1,0
citystate,fort collins,co,40.5852602,-105.084423,1710825439,389873865913946112,1,0
citystate,de soto,ks,38.9791709,-94.9685783,328239883,389873851196514304,1,0
citystate,wichita,ks,37.6922361,-97.3375448,244821823,389873824470032384,1,0
citystate,kansas city,mo,39.0997266,-94.5785667,1955822269,389873794744979456,1,0
citystate,ardmore,ok,34.1742611,-97.1436254,900252919,389873778383405057,1,0
citystate,minneapolis,mn,44.9799654,-93.2638361,245698405,389873736603533313,1,0
citystate,paoli,ok,34.8267449,-97.2591911,781704036,389873728399474688,1,0
citystate,omaha,ne,41.2586096,-95.937792,23863629,389873464250597376,1,0
citystate,vinton,ia,42.1686061,-92.0235139,173227310,389873402263007232,1,0
citystate,omaha,ne,41.2586096,-95.937792,1265692746,389873295442452482,1,0
citystate,sidney,ne,41.1427623,-102.9779785,517252044,389873276270297088,1,0
geo,unk,unk,40.8666974,-96.6871889,43768225,389873240593555456,1,0
citystate,tahlequah,ok,35.91537,-94.969956,618350168,389873028361777152,1,0
citystate,wagoner,ok,35.9595442,-95.3694116,1635773418,389872843984347136,1,0
knowncity,la,unk,34.05,-118.25,59688484,389872768650473473,1,0
citystate,hillsboro,ks,38.3519556,-97.2044723,175867802,389872752800182272,1,0
citystate,clovis,nm,34.4047987,-103.2052272,1942725494,389872710173851648,1,0
knowncity,la,unk,34.05,-118.25,27956471,389872663297921024,1,0
